word,tag,sentence
in,O,146
audende,B-LOC,146
dese,O,146
presente,O,146
cyrographie,O,146
ghezeghelt,O,146
elc,O,146
onser,O,146
met,O,146
sinen,O,146
zeghele,O,146
vte,O,146
hanghende,O,146
Dit,O,146
was,O,146
ghedaen,O,146
den,O,146
.xvj.,B-DATE,146
sten,I-DATE,146
dach,I-DATE,146
van,I-DATE,146
laumaet,I-DATE,146
jnt,O,146
jaer,O,146
ons,O,146
heen,O,146
als,O,146
men,O,146
screef,O,146
.m.ccc.,B-DATE,146
en,I-DATE,146
lxxxvj,I-DATE,146
weten,O,147
alle,O,147
de,O,147
ghene,O,147
die,O,147
siin,O,147
e,O,147
selen,O,147
siin,O,147
dat,O,147
joncvro,O,147
magriete,B-PERS,147
van,I-PERS,147
rume,I-PERS,147
heeft,O,147
ontfaen,O,147
e,O,147
es,O,147
gheerft,O,147
wel,O,147
e,O,147
wettelike,O,147
na,O,147
de,O,147
costume,O,147
e,O,147
dusage,O,147
van,O,147
den,O,147
lande,O,147
jn,O,147
ellef,O,147
vierendel,O,147
lants,O,147
Dat,O,147
te,O,147
houdene,O,147
jn,O,147
alsulker,O,147
manieren,O,147
et,O,147
der,O,147
seluer,O,147
vormen,O,147
dat,O,147
houdende,O,147
was,O,147
joncvro,O,147
anes,B-PERS,147
van,I-PERS,147
musebrouc,I-PERS,147
dat,O,147
es,O,147
te,O,147
wetene,O,147
dat,O,147
soet,O,147
cochte,O,147
jeghen,O,147
michiele,B-PERS,147
barlebane,I-PERS,147
et,O,147
gaeft,O,147
hem,O,147
erflike,O,147
omme,O,147
xxxvi.,B-MONEY,147
sc,I-MONEY,147
paris,I-MONEY,147
siars,O,147
te,O,147
gheldene,O,147
te,O,147
kersauonde,B-DATE,147
et,O,147
ne,O,147
gonde,O,147
hiit,O,147
niet,O,147
et,O,147
de,O,147
ghene,O,147
diet,O,147
na,O,147
he,O,147
houden,O,147
selen,O,147
siars,O,147
binnen,O,147
den,O,147
vieren,O,147
kersdaghen,O,147
so,O,147
ware,O,147
die,O,147
vorseide,O,147
.xi.,O,147
vierend,O,147
lants,O,147
vburt,O,147
et,O,147
mocht,O,147
er,O,147
die,O,147
vors,O,147
joncv,O,147
anes,B-PERS,147
hant,O,147
an,O,147
slaen,O,147
et,O,147
berghen,O,147
et,O,147
dalen,O,147
gheliic,O,147
ha-re,O,147
ander,O,147
eruen,O,147
et,O,147
jn,O,147
allen,O,147
dese,O,147
vors,O,147
pointen,O,147
sonder,O,147
meerne,O,147
mindere,O,147
et,O,147
enech,O,147
of,O,147
doen,O,147
so,O,147
heeft,O,147
joncv,O,147
magriete,B-PERS,147
van,I-PERS,147
rume,I-PERS,147
vor,O,147
ghenomt,O,147
dese,O,147
vors,O,147
.xi.,O,147
vier,O,147
lants,O,147
ontfaen,O,147
et,O,147
esser,O,147
wel,O,147
et,O,147
wettelike,O,147
jn,O,147
ghe,O,147
ereft,O,147
als,O,147
vorseit,O,147
es,O,147
vore,O,147
steuen,B-PERS,147
den,I-PERS,147
bartmacre,I-PERS,147
bailiou,O,147
sprofts,O,147
van,O,147
petenghe,B-LOC,147
jhan,B-PERS,147
bonen,I-PERS,147
piet,B-PERS,147
van,I-PERS,147
heilebrouc,I-PERS,147
e,O,147
gherard,B-PERS,147
den,I-PERS,147
parmentier,I-PERS,147
scepenen,O,147
s,O,147
forseits,O,147
profts,O,147
orconden,O,147
der,O,147
jhan,B-PERS,147
prochipape,O,147
van,O,147
mo-,B-LOC,147
renghe,I-LOC,147
deken,O,147
van,O,147
oudenarde,B-LOC,147
sust,O,147
beats,B-PERS,147
peuse,O,147
van,O,147
den,O,147
spetale,O,147
van,O,147
ouden,B-LOC,147
maes,B-PERS,147
vancaleberghe,I-PERS,147
jhan,B-PERS,147
nose,I-PERS,147
hannek,B-PERS,147
moenard,I-PERS,147
te,O,147
dien,O,147
tiden,O,147
clerc,O,147
jnt,O,147
spetail,O,147
touden,B-LOC,147
t,O,147
was,O,147
ghed,O,147
jnt,O,147
jaer,O,147
van,O,147
gcien,O,147
.m.ccc.,B-DATE,147
e,I-DATE,147
viue,I-DATE,147
jn,I-DATE,147
meie,I-DATE,147
jnt,O,147
spetail,O,147
in,O,147
der,O,147
peuser,O,147
camere,O,147
ant,O,147
kerchof,O,147
kenlijc,O,148
zij,O,148
allen,O,148
lieden,O,148
dat,O,148
her,O,148
Gillis,B-PERS,148
van,I-PERS,148
waes,I-PERS,148
priester,O,148
heeft,O,148
ghenome,O,148
bi,O,148
goeder,O,148
ghetrauwer,O,148
vorwordden,O,148
Teenen,O,148
Erffeleken,O,148
pachte,O,148
Jeghen,O,148
janne,B-PERS,148
van,I-PERS,148
Cnoetighem,I-PERS,148
al,O,148
trecht,O,148
dat,O,148
jan,B-PERS,148
vors,O,148
adde,O,148
in,O,148
de,O,148
huussen,O,148
en,O,148
eruen,O,148
vor,O,148
de,O,148
kercstichele,O,148
te,O,148
paemle,B-LOC,148
in,O,148
de,O,148
baerstrate,B-LOC,148
twelke,O,148
michiels,B-PERS,148
sriken,I-PERS,148
ende,O,148
Anneesen,B-PERS,148
ziins,O,148
Eersts,O,148
wijfs,O,148
was,O,148
in,O,148
alzulker,O,148
ghelaghen,O,148
alst,O,148
ghestaen,O,148
en,O,148
gheleghen,O,148
es,O,148
van,O,148
voren,O,148
tote,O,148
bachten,O,148
stappenants,O,148
hant,O,148
an,O,148
te,O,148
slane,O,148
ome,O,148
eene,O,148
zekere,O,148
some,O,148
van,O,148
.iiij.,B-MONEY,148
lb,I-MONEY,148
iiij.,I-MONEY,148
sc,I-MONEY,148
par,I-MONEY,148
vlaendscher,I-MONEY,148
munten,I-MONEY,148
siaers,O,148
Erffeleker,O,148
Renten,O,148
die,O,148
mer,O,148
den,O,148
vors,O,148
janne,B-PERS,148
ofte,O,148
sinen,O,148
naercomers,O,148
de,O,148
causen,O,148
van,O,148
hem,O,148
hebbende,O,148
der,O,148
ouer,O,148
gheue,O,148
en,O,148
betalen,O,148
moet,O,148
boue,O,148
den,O,148
iiij.,B-MONEY,148
sc,I-MONEY,148
vj.,I-MONEY,148
d,I-MONEY,148
par,I-MONEY,148
der,O,148
ouder,O,148
renten,O,148
die,O,148
ute,O,148
svors,O,148
jans,B-PERS,148
rechte,O,148
was,O,148
ghinghen,O,148
en,O,148
niet,O,148
meer,O,148
vallende,O,148
en,O,148
gheldende,O,148
deerste,O,148
paiemet,O,148
iiij.,B-MONEY,148
lb,I-MONEY,148
iiij.,I-MONEY,148
sc,I-MONEY,148
par,I-MONEY,148
van,O,148
d,O,148
erffeleker,O,148
Rente,O,148
vors,O,148
te,O,148
Eeuweleec,O,148
en,O,148
erffeleec,O,148
duerende,O,148
Ouer,O,148
de,O,148
welke,O,148
vors,O,148
erffeleke,O,148
rente,O,148
en,O,148
alle,O,148
vorwordde,O,148
vors,O,148
hem,O,148
de,O,148
vors,O,148
jan,B-PERS,148
van,I-PERS,148
Cnoetighem,I-PERS,148
van,O,148
den,O,148
vors,O,148
rechte,O,148
van,O,148
den,O,148
huusse,O,148
en,O,148
erue,O,148
vors,O,148
hem,O,148
wetteleke,O,148
ontheruet,O,148
heeft,O,148
en,O,148
doe,O,148
was,O,148
de,O,148
vors,O,148
her,O,148
gillis,B-PERS,148
van,I-PERS,148
waes,I-PERS,148
in,O,148
ziin,O,148
vors,O,148
ghecochte,O,148
recht,O,148
van,O,148
den,O,148
huusse,O,148
en,O,148
erue,O,148
vors,O,148
wetteleke,O,148
met,O,148
voeghde,O,148
der,O,148
in,O,148
gheheruet,O,148
Ende,O,148
jan,B-PERS,148
vors,O,148
heeft,O,148
belooft,O,148
den,O,148
vors,O,148
her,O,148
gillise,B-PERS,148
van,O,148
den,O,148
rechte,O,148
van,O,148
den,O,148
huuss,O,148
en,O,148
erue,O,148
vors,O,148
waerscheep,O,148
jaer,O,148
en,O,148
dach,O,148
naer,O,148
costume,O,148
en,O,148
vsage,O,148
van,O,148
d,O,148
vryheden,O,148
van,O,148
audende,B-LOC,148
en,O,148
van,O,148
paemle,B-LOC,148
En,O,148
dese,O,148
vors,O,148
erffeleke,O,148
rente,O,148
en,O,148
alle,O,148
vorwordde,O,148
vors,O,148
die,O,148
heeft,O,148
de,O,148
vors,O,148
her,O,148
gillis,B-PERS,148
van,I-PERS,148
waes,I-PERS,148
belooft,O,148
beset,O,148
ende,O,148
bewijst,O,148
wetteleke,O,148
met,O,148
voeghde,O,148
ouer,O,148
hem,O,148
en,O,148
ouer,O,148
sine,O,148
naercomers,O,148
wel,O,148
te,O,148
betaelnde,O,148
ghelijc,O,148
vors,O,148
es,O,148
te,O,148
hebbene,O,148
en,O,148
te,O,148
verreekene,O,148
op,O,148
de,O,148
gheele,O,148
erue,O,148
vor,O,148
steengat,O,148
van,O,148
der,O,148
vorseider,O,148
kercken,O,148
die,O,148
michiels,B-PERS,148
sriken,I-PERS,148
en,O,148
anneesen,B-PERS,148
siins,O,148
eerst,O,148
wetteleecx,O,148
wijf,O,148
was,O,148
met,O,148
allen,O,148
den,O,148
catteilen,O,148
diere,O,148
op,O,148
ziin,O,148
en,O,148
wesen,O,148
zelen,O,148
eertvast,O,148
en,O,148
nagheluast,O,148
En,O,148
dese,O,148
vors,O,148
.iiij.,B-MONEY,148
lb,I-MONEY,148
iiij.,I-MONEY,148
sc,I-MONEY,148
par,I-MONEY,148
siaers,O,148
erffeleker,O,148
renten,O,148
die,O,148
mach,O,148
de,O,148
vors,O,148
her,O,148
gillis,B-PERS,148
ofte,O,148
sine,O,148
naercomers,O,148
de,O,148
causen,O,148
van,O,148
hem,O,148
hebbende,O,148
elder,O,148
besetten,O,148
en,O,148
bewijsen,O,148
binnen,O,148
der,O,148
vryheden,O,148
van,O,148
audende,B-LOC,148
en,O,148
van,O,148
paemle,B-LOC,148
of,O,148
tusschen,O,148
audende,B-LOC,148
en,O,148
beuer,B-LOC,148
der,O,148
kerken,O,148
daer,O,148
soe,O,148
also,O,148
wel,O,148
beset,O,148
en,O,148
bewijst,O,148
zij,O,148
als,O,148
soe,O,148
nv,O,148
es,O,148
of,O,148
bet,O,148
te,O,148
svors,O,148
her,O,148
gillis,B-PERS,148
ofte,O,148
sier,O,148
naercomers,O,148
coste,O,148
de,O,148
bringhe,O,148
van,O,148
deser,O,148
cyrogphien,O,148
machtich,O,148
wesende,O,148
dese,O,148
vors,O,148
erffeleke,O,148
Rente,O,148
te,O,148
jnnene,O,148
en,O,148
te,O,148
vreekene,O,148
te,O,148
svors,O,148
jans,B-PERS,148
van,I-PERS,148
Cnoetighems,I-PERS,148
bouf,O,148
ofte,O,148
te,O,148
te,O,148
ziins,O,148
oers,O,148
en,O,148
naercomers,O,148
bouf,O,148
ghebrake,O,148
ziins,O,148
de,O,148
Causen,O,148
vors,O,148
van,O,148
hem,O,148
hebbende,O,148
jn,O,148
kennesse,O,148
en,O,148
oercoschepe,O,148
der,O,148
waerheden,O,148
So,O,148
hebben,O,148
wij,O,148
oliuier,B-PERS,148
van,I-PERS,148
huerne,I-PERS,148
jnghel,B-PERS,148
van,I-PERS,148
erleghem,I-PERS,148
En,O,148
collaert,B-PERS,148
lodemaer,I-PERS,148
alse,O,148
schepen,O,148
in,O,148
Audende,B-LOC,148
dese,O,148
presente,O,148
Cyrogphie,O,148
ghezeghelt,O,148
elc,O,148
onser,O,148
met,O,148
sinen,O,148
zeghele,O,148
ute,O,148
hanghende,O,148
Dit,O,148
was,O,148
ghedaen,O,148
den,O,148
.xij.ste,B-DATE,148
dach,I-DATE,148
van,I-DATE,148
nouembre,I-DATE,148
jnt,O,148
jaer,O,148
ons,O,148
heen,O,148
als,O,148
me,O,148
screef,O,148
.m.ccc.,B-DATE,148
iiijxx.,I-DATE,148
ende,I-DATE,148
neghenne,I-DATE,148
Wij,O,149
zuster,O,149
beatrice,B-PERS,149
van,I-PERS,149
der,I-PERS,149
asselt,I-PERS,149
prieuse,O,149
van,O,149
den,O,149
hospitale,O,149
onser,B-PERS,149
vrouwen,I-PERS,149
van,O,149
audenaerde,B-LOC,149
Ende,O,149
zustren,O,149
en,O,149
broeders,O,149
van,O,149
den,O,149
zeluen,O,149
hospitale,O,149
doen,O,149
te,O,149
wetene,O,149
allen,O,149
lieden,O,149
dat,O,149
wij,O,149
hebben,O,149
ghegheuen,O,149
jn,O,149
loeyalen,O,149
pachte,O,149
pietre,B-PERS,149
den,I-PERS,149
cupre,I-PERS,149
de,O,149
Erue,O,149
die,O,149
wij,O,149
hebben,O,149
ligghende,O,149
jn,O,149
de,O,149
poert,O,149
van,O,149
audenaerde,B-LOC,149
jeghen,O,149
Sente,B-LOC,149
amants,I-LOC,149
capelle,I-LOC,149
oestwert,O,149
daer,O,149
wilen,O,149
op,O,149
woende,O,149
wouter,B-PERS,149
van,I-PERS,149
der,I-PERS,149
haghe,I-PERS,149
teenen,O,149
termine,O,149
van,O,149
lxxix,O,149
jaren,O,149
achter,O,149
een,O,149
duerende,O,149
van,O,149
kersauonde,B-DATE,149
jnt,O,149
jaer,O,149
dertienhondert,B-DATE,149
twe,I-DATE,149
en,I-DATE,149
zestich,I-DATE,149
om-me,O,149
drie,B-MONEY,149
pont,I-MONEY,149
paris,I-MONEY,149
elx,O,149
siaers,O,149
alsulke,O,149
paris,O,149
alse,O,149
de,O,149
heeren,O,149
van,O,149
den,O,149
lande,O,149
jaerlex,O,149
ontfaen,O,149
zelen,O,149
van,O,149
haren,O,149
renten,O,149
ten,O,149
daghen,O,149
dat,O,149
dese,O,149
pacht,O,149
valt,O,149
te,O,149
gheldene,O,149
deen,O,149
heelt,O,149
van,O,149
den,O,149
Eerste,O,149
pachte,O,149
te,O,149
kersauonde,B-DATE,149
jnt,O,149
jaer,O,149
dusentech,B-DATE,149
driehondert,I-DATE,149
drie,I-DATE,149
en,I-DATE,149
zestech,I-DATE,149
en,O,149
dandre,O,149
heelt,O,149
te,O,149
sente,B-DATE,149
jansmesse,I-DATE,149
daer,O,149
naest,O,149
commende,O,149
En,O,149
alsoe,O,149
voert,O,149
te,O,149
gheldene,O,149
van,O,149
jare,O,149
te,O,149
jare,O,149
den,O,149
vors,O,149
termijn,O,149
duerende,O,149
voert,O,149
so,O,149
vant,O,149
piet,B-PERS,149
vors,O,149
op,O,149
dese,O,149
vorsei-de,O,149
Erue,O,149
een,O,149
huus,O,149
en,O,149
cateyle,O,149
dwelke,O,149
huus,O,149
en,O,149
cateyle,O,149
hi,O,149
cochte,O,149
jeghen,O,149
ons,O,149
ome,O,149
tiene,O,149
pont,O,149
gro,O,149
dewelke,O,149
tiene,O,149
pont,O,149
gro,O,149
vors,O,149
de,O,149
vors,O,149
piet,B-PERS,149
ons,O,149
heeft,O,149
wel,O,149
en,O,149
soffisantelic,O,149
betaelt,O,149
waer,O,149
af,O,149
wij,O,149
ons,O,149
hauden,O,149
wel,O,149
ghepaeyt,O,149
en,O,149
vernoucht,O,149
En,O,149
hebben,O,149
der,O,149
af,O,149
quiteghescolden,O,149
en,O,149
scelden,O,149
quite,O,149
den,O,149
vors,O,149
pietre,B-PERS,149
zinen,O,149
nacommers,O,149
en,O,149
allen,O,149
den,O,149
ghenen,O,149
daer,O,149
quitesceldinghe,O,149
der,O,149
af,O,149
toebehoert,O,149
Ende,O,149
in,O,149
manieren,O,149
dat,O,149
de,O,149
vorseide,O,149
piet,B-PERS,149
en,O,149
zine,O,149
nacomers,O,149
zelen,O,149
moeten,O,149
hauden,O,149
staende,O,149
tvorseide,O,149
huus,O,149
en,O,149
cateyle,O,149
op,O,149
derue,O,149
vors,O,149
te,O,149
haer,O,149
lie-der,O,149
profite,O,149
al,O,149
den,O,149
vors,O,149
termijn,O,149
duerende,O,149
dwelke,O,149
huus,O,149
en,O,149
cateyle,O,149
zijn,O,149
altoes,O,149
pant,O,149
ome,O,149
ons,O,149
en,O,149
onser,O,149
na-commers,O,149
der,O,149
an,O,149
te,O,149
verhaelne,O,149
den,O,149
vors,O,149
pacht,O,149
Ende,O,149
tvorseide,O,149
huus,O,149
en,O,149
alle,O,149
dandre,O,149
cateyle,O,149
die,O,149
wesen,O,149
zullen,O,149
op,O,149
derue,O,149
vors,O,149
ten,O,149
ende,O,149
van,O,149
den,O,149
vors,O,149
termine,O,149
die,O,149
zelen,O,149
wij,O,149
moeten,O,149
hebben,O,149
bi,O,149
prise,O,149
van,O,149
goeden,O,149
lieden,O,149
ghe-like,O,149
dat,O,149
zij,O,149
ter,O,149
erden,O,149
laghen,O,149
Ende,O,149
omme,O,149
dat,O,149
wij,O,149
vorseide,O,149
prieuse,O,149
zustren,O,149
en,O,149
broeders,O,149
willen,O,149
dat,O,149
alle,O,149
dese,O,149
vorseide,O,149
dinghen,O,149
bliuen,O,149
goet,O,149
vaste,O,149
ghestade,O,149
en,O,149
wel,O,149
ghehouden,O,149
van,O,149
ons,O,149
en,O,149
van,O,149
onsen,O,149
nacommers,O,149
So,O,149
hebben,O,149
wij,O,149
jn,O,149
kennessen,O,149
der,O,149
waerheden,O,149
dese,O,149
jeghenwordeghe,O,149
lettren,O,149
gheseghelt,O,149
metten,O,149
ghemeenen,O,149
zeghele,O,149
ons,O,149
conuents,O,149
huut,O,149
hanghende,O,149
dit,O,149
was,O,149
ghedaen,O,149
jnt,O,149
jaer,O,149
ons,O,149
heeren,O,149
dusentech,B-DATE,149
driehondert,I-DATE,149
een,I-DATE,149
ende,I-DATE,149
zestech,I-DATE,149
lxiij.,I-DATE,149
de,I-DATE,149
.xxvij.ste,I-DATE,149
dach,I-DATE,149
va,I-DATE,149
hoeymaent,I-DATE,149
Kenlic,O,150
zij,O,150
allen,O,150
lieden,O,150
dat,O,150
Gillis,B-PERS,150
crupeninc,I-PERS,150
Ende,O,150
Jonf,O,150
kateline,B-PERS,150
ziin,O,150
wetteleke,O,150
wijf,O,150
gheue,O,150
ende,O,150
hebben,O,150
ghegheue,O,150
ter,O,150
Eeren,O,150
van,O,150
gode,B-PERS,150
den,O,150
Ospittale,O,150
van,O,150
Onser,B-PERS,150
vrouwen,I-PERS,150
taudende,B-LOC,150
thuus,O,150
en,O,150
erue,O,150
dat,O,150
men,O,150
heet,O,150
den,O,150
stheen,B-LOC,150
van,I-LOC,150
Jnghelant,I-LOC,150
bachten,O,150
der,O,150
kercken,O,150
taudende,B-LOC,150
den,O,150
vorseide,O,150
Ospittaele,O,150
hant,O,150
der,O,150
an,O,150
te,O,150
slane,O,150
stappenants,O,150
naer,O,150
dat,O,150
mijn,O,150
Jonfr,O,150
de,O,150
wedewe,O,150
van,O,150
franssoise,B-PERS,150
va,I-PERS,150
hautkercke,I-PERS,150
miins,O,150
h,O,150
Jacops,B-PERS,150
docht,O,150
van,B-PERS,150
Eemsrode,I-PERS,150
was,O,150
gheuare,O,150
sal,O,150
ziin,O,150
van,O,150
liue,O,150
ter,O,150
doet,O,150
met,O,150
al,O,150
den,O,150
rechte,O,150
datter,O,150
gillis,B-PERS,150
ende,O,150
jonfr,O,150
katel,B-PERS,150
vors,O,150
an,O,150
hadden,O,150
ghelijc,O,150
en,O,150
Alsoe,O,150
sijt,O,150
cochten,O,150
Jeghen,O,150
Jan,B-PERS,150
bloocs,I-PERS,150
oer,O,150
sonder,O,150
gillise,B-PERS,150
en,O,150
jonfr,O,150
kateline,B-PERS,150
vor,O,150
of,O,150
hare,O,150
oere,O,150
ende,O,150
naercomers,O,150
nemermeer,O,150
Jet,O,150
der,O,150
an,O,150
te,O,150
hebbene,O,150
ofte,O,150
te,O,150
verhaellene,O,150
En,O,150
eeuweleken,O,150
de,O,150
vorseide,O,150
ospitale,O,150
te,O,150
bliuene,O,150
En,O,150
gillis,B-PERS,150
en,O,150
jonfr,O,150
kateline,B-PERS,150
vor,O,150
met,O,150
hem,O,150
alse,O,150
met,O,150
hare,O,150
wetteleke,O,150
ma,O,150
en,O,150
voeght,O,150
hebben,O,150
hemlieden,O,150
van,O,150
de,O,150
vorseide,O,150
huus,O,150
en,O,150
erue,O,150
wetteleke,O,150
onthuut,O,150
en,O,150
ontheruet,O,150
En,O,150
doe,O,150
was,O,150
der,O,150
gillis,B-PERS,150
mondekin,I-PERS,150
alse,O,150
Caeppellaen,O,150
mier,O,150
vrouwen,O,150
der,O,150
Priheusen,O,150
ende,O,150
haren,O,150
zusteren,O,150
jnt,O,150
vorseide,O,150
huus,O,150
En,O,150
erue,O,150
wetteleke,O,150
met,O,150
voeghde,O,150
gheheruet,O,150
te,O,150
vorseiden,O,150
hospittale,O,150
bouf,O,150
Ende,O,150
gillis,B-PERS,150
ende,O,150
Jonfr,O,150
kateline,B-PERS,150
vor,O,150
hebben,O,150
belooft,O,150
den,O,150
vorseiden,O,150
der,O,150
gillis,B-PERS,150
mondekine,I-PERS,150
in,O,150
den,O,150
name,O,150
van,O,150
den,O,150
ospittale,O,150
vor,O,150
van,O,150
den,O,150
vorseiden,O,150
huus,O,150
en,O,150
erue,O,150
te,O,150
doenne,O,150
waerscheep,O,150
jaer,O,150
en,O,150
dach,O,150
naer,O,150
costume,O,150
en,O,150
vsaedze,O,150
van,O,150
der,O,150
vryheden,O,150
van,O,150
audende,B-LOC,150
Jn,O,150
kennesse,O,150
ene,O,150
oerconschepe,O,150
der,O,150
waerheden,O,150
So,O,150
hebben,O,150
wij,O,150
jan,B-PERS,150
devisschere,I-PERS,150
meester,O,150
jan,B-PERS,150
van,I-PERS,150
der,I-PERS,150
meere,I-PERS,150
Ende,O,150
daneel,B-PERS,150
van,I-PERS,150
clessenaere,I-PERS,150
Alse,O,150
schepene,O,150
in,O,150
Audende,B-LOC,150
dese,O,150
presente,O,150
Cyrogphie,O,150
ghezeghelt,O,150
elc,O,150
Onser,O,150
met,O,150
sinen,O,150
zeghele,O,150
vte,O,150
hanghende,O,150
dit,O,150
was,O,150
ghedaen,O,150
op,O,150
den,O,150
.xxiiij.sten,B-DATE,150
dach,I-DATE,150
in,I-DATE,150
ougstmaet,I-DATE,150
jnt,O,150
jaer,O,150
ons,O,150
heen,O,150
als,O,150
men,O,150
screef,O,150
.m.ccc.,B-DATE,150
iiijxx.,I-DATE,150
ende,I-DATE,150
tienne,I-DATE,150
kenlijc,O,151
zij,O,151
allen,O,151
lieden,O,151
dat,O,151
lodewijc,B-PERS,151
van,I-PERS,151
den,I-PERS,151
hecke,I-PERS,151
heeft,O,151
ghegheuen,O,151
en,O,151
gheeft,O,151
joncfr,O,151
grielen,B-PERS,151
jan,B-PERS,151
smeden,I-PERS,151
dochte,O,151
sier,O,151
nichten,O,151
boudins,B-PERS,151
wijf,O,151
van,B-PERS,151
wijchuus,I-PERS,151
zes,B-MONEY,151
lb,I-MONEY,151
paris,I-MONEY,151
siaers,O,151
erfeliker,O,151
Renten,O,151
te,O,151
betaelne,O,151
ten,O,151
tween,O,151
paymenten,O,151
siaers,O,151
en,O,151
met,O,151
alzulker,O,151
muten,O,151
als,O,151
men,O,151
ghemeenlijc,O,151
binnen,O,151
der,O,151
Stede,O,151
van,O,151
audenarde,B-LOC,151
erfelike,O,151
Rente,O,151
betalen,O,151
sal,O,151
ten,O,151
daghe,O,151
van,O,151
paymente,O,151
waer,O,151
af,O,151
deen,O,151
helt,O,151
ende,O,151
deerste,O,151
payment,O,151
vallen,O,151
sal,O,151
te,O,151
gheldene,O,151
te,O,151
kerssauonde,B-DATE,151
jnt,I-DATE,151
jaer,I-DATE,151
xiijc,I-DATE,151
xcviij,I-DATE,151
Ende,O,151
dander,O,151
helt,O,151
dander,O,151
payment,O,151
te,O,151
sente,B-DATE,151
Jansmesse,I-DATE,151
in,O,151
midden,B-DATE,151
some,I-DATE,151
daer,O,151
naest,O,151
volghende,O,151
Ende,O,151
alsoe,O,151
voort,O,151
te,O,151
gheldene,O,151
van,O,151
jare,O,151
te,O,151
jare,O,151
ten,O,151
tween,O,151
paymente,O,151
ghelijc,O,151
vors,O,151
es,O,151
eewelijc,O,151
en,O,151
erfelijc,O,151
duerende,O,151
altoes,O,151
ombegrepen,O,151
.xiiij.,O,151
nacht,O,151
naer,O,151
elken,O,151
dach,O,151
Ende,O,151
dese,O,151
vors,O,151
erfelike,O,151
Rente,O,151
heeft,O,151
lodewijc,B-PERS,151
vors,O,151
met,O,151
voghde,O,151
der,O,151
vorseid,O,151
joncfr,O,151
grielen,B-PERS,151
bewijst,O,151
en,O,151
beset,O,151
te,O,151
jnnene,O,151
en,O,151
te,O,151
hebbene,O,151
hare,O,151
en,O,151
haren,O,151
oire,O,151
en,O,151
naercomers,O,151
de,O,151
x,B-MONEY,151
sc,I-MONEY,151
viij,I-MONEY,151
d,I-MONEY,151
paris,I-MONEY,151
siaers,O,151
vp,O,151
thuus,O,151
en,O,151
erue,O,151
staende,O,151
te,O,151
pamele,B-LOC,151
bachten,O,151
den,O,151
kerkoue,B-LOC,151
jeghen,O,151
dendelduere,O,151
dat,O,151
jan,B-PERS,151
pampleurs,I-PERS,151
was,O,151
vallende,O,151
telken,O,151
kerssauonde,B-DATE,151
de,O,151
welke,O,151
x,B-MONEY,151
sc,I-MONEY,151
viij,I-MONEY,151
d,I-MONEY,151
paris,I-MONEY,151
lodewijc,B-PERS,151
vors,O,151
in,O,151
tiden,O,151
vorleden,O,151
cochte,O,151
en,O,151
wel,O,151
betaelde,O,151
jeghe,O,151
fransoys,B-PERS,151
Crupeninghe,I-PERS,151
en,O,151
sine,O,151
ghesellen,O,151
als,O,151
voghde,O,151
van,O,151
den,O,151
weesen,O,151
van,O,151
audenarde,B-LOC,151
in,O,151
dien,O,151
tijt,O,151
en,O,151
waren,O,151
gillen,B-PERS,151
van,I-PERS,151
vse,I-PERS,151
jans,B-PERS,151
sone,I-PERS,151
harer,O,151
weese,O,151
ghelijc,O,151
dat,O,151
de,O,151
wettel,O,151
cyrogr,O,151
van,O,151
dien,O,151
coepe,O,151
wel,O,151
verclaert,O,151
Ende,O,151
tsourplus,O,151
van,O,151
der,O,151
vors,O,151
Rente,O,151
heeft,O,151
lodewijc,B-PERS,151
vors,O,151
bewijst,O,151
en,O,151
beset,O,151
op,O,151
beede,O,151
sine,O,151
huse,O,151
ende,O,151
eruen,O,151
van,O,151
voren,O,151
tote,O,151
bachten,O,151
staende,O,151
an,O,151
den,O,151
meynaert,B-LOC,151
tusschen,O,151
piets,B-PERS,151
huus,O,151
ende,O,151
erue,O,151
van,O,151
coye,B-PERS,151
an,O,151
deen,O,151
side,O,151
en,O,151
der,O,151
waerden,O,151
van,O,151
der,O,151
stede,O,151
an,O,151
de,O,151
beuer,B-LOC,151
porte,I-LOC,151
an,O,151
dandre,O,151
Ende,O,151
van,O,151
desen,O,151
.vj.,B-MONEY,151
lb,I-MONEY,151
paris,I-MONEY,151
erfeliker,O,151
Renten,O,151
siaers,O,151
So,O,151
heeft,O,151
hem,O,151
de,O,151
vors,O,151
lodewijc,B-PERS,151
wel,O,151
en,O,151
wettelijc,O,151
onduut,O,151
ende,O,151
onderft,O,151
ende,O,151
ghewuerpt,O,151
en,O,151
joncfr,O,151
grielen,B-PERS,151
vors,O,151
wettelijc,O,151
der,O,151
toe,O,151
ghedaen,O,151
ende,O,151
der,O,151
in,O,151
gheherft,O,151
ende,O,151
waerscep,O,151
ghelooft,O,151
jaer,O,151
en,O,151
dach,O,151
al,O,151
naer,O,151
wet,O,151
costume,O,151
en,O,151
vsage,O,151
van,O,151
d,O,151
vriheden,O,151
van,O,151
audenarde,B-LOC,151
Ende,O,151
hier,O,151
vp,O,151
hebben,O,151
de,O,151
vors,O,151
joncfr,O,151
griele,B-PERS,151
ende,O,151
boudin,B-PERS,151
van,I-PERS,151
wijchuus,I-PERS,151
haer,O,151
wettel,O,151
man,O,151
en,O,151
vooght,O,151
mit,O,151
vogde,O,151
ou,O,151
heml,O,151
en,O,151
ou,O,151
haer,O,151
oir,O,151
